Date,ads,date,hour,weekday,month
2017-08-21 05:00:00,47965,2017-08-21,5,Monday,8
2017-08-21 06:00:00,46548,2017-08-21,6,Monday,8
2017-08-21 07:00:00,45384,2017-08-21,7,Monday,8
2017-08-21 08:00:00,43707,2017-08-21,8,Monday,8
2017-08-21 09:00:00,43001,2017-08-21,9,Monday,8
2017-08-21 10:00:00,42424,2017-08-21,10,Monday,8
2017-08-21 11:00:00,43415,2017-08-21,11,Monday,8
2017-08-21 12:00:00,45190,2017-08-21,12,Monday,8
2017-08-21 13:00:00,47145,2017-08-21,13,Monday,8
2017-08-21 14:00:00,49104,2017-08-21,14,Monday,8
2017-08-21 15:00:00,47086,2017-08-21,15,Monday,8
2017-08-21 16:00:00,50670,2017-08-21,16,Monday,8
2017-08-21 17:00:00,55029,2017-08-21,17,Monday,8
2017-08-21 18:00:00,61036,2017-08-21,18,Monday,8
2017-08-21 19:00:00,65172,2017-08-21,19,Monday,8
2017-08-21 20:00:00,66715,2017-08-21,20,Monday,8
2017-08-21 21:00:00,66320,2017-08-21,21,Monday,8
2017-08-21 22:00:00,66785,2017-08-21,22,Monday,8
2017-08-21 23:00:00,65611,2017-08-21,23,Monday,8
2017-08-22 00:00:00,62400,2017-08-22,0,Tuesday,8
2017-08-22 01:00:00,59198,2017-08-22,1,Tuesday,8
2017-08-22 02:00:00,56148,2017-08-22,2,Tuesday,8
2017-08-22 03:00:00,53403,2017-08-22,3,Tuesday,8
2017-08-22 04:00:00,52777,2017-08-22,4,Tuesday,8
2017-08-22 05:00:00,50551,2017-08-22,5,Tuesday,8
2017-08-22 06:00:00,48165,2017-08-22,6,Tuesday,8
2017-08-22 07:00:00,48123,2017-08-22,7,Tuesday,8
2017-08-22 08:00:00,47289,2017-08-22,8,Tuesday,8
2017-08-22 09:00:00,45058,2017-08-22,9,Tuesday,8
2017-08-22 10:00:00,43859,2017-08-22,10,Tuesday,8
2017-08-22 11:00:00,47334,2017-08-22,11,Tuesday,8
2017-08-22 12:00:00,53422,2017-08-22,12,Tuesday,8
2017-08-22 13:00:00,56121,2017-08-22,13,Tuesday,8
2017-08-22 14:00:00,56856,2017-08-22,14,Tuesday,8
2017-08-22 15:00:00,55471,2017-08-22,15,Tuesday,8
2017-08-22 16:00:00,59722,2017-08-22,16,Tuesday,8
2017-08-22 17:00:00,65956,2017-08-22,17,Tuesday,8
2017-08-22 18:00:00,71923,2017-08-22,18,Tuesday,8
2017-08-22 19:00:00,79646,2017-08-22,19,Tuesday,8
2017-08-22 20:00:00,80444,2017-08-22,20,Tuesday,8
2017-08-22 21:00:00,81261,2017-08-22,21,Tuesday,8
2017-08-22 22:00:00,80996,2017-08-22,22,Tuesday,8
2017-08-22 23:00:00,81515,2017-08-22,23,Tuesday,8
2017-08-23 00:00:00,80546,2017-08-23,0,Wednesday,8
2017-08-23 01:00:00,75662,2017-08-23,1,Wednesday,8
2017-08-23 02:00:00,73234,2017-08-23,2,Wednesday,8
2017-08-23 03:00:00,69993,2017-08-23,3,Wednesday,8
2017-08-23 04:00:00,66625,2017-08-23,4,Wednesday,8
2017-08-23 05:00:00,65653,2017-08-23,5,Wednesday,8
2017-08-23 06:00:00,64715,2017-08-23,6,Wednesday,8
2017-08-23 07:00:00,63575,2017-08-23,7,Wednesday,8
2017-08-23 08:00:00,59074,2017-08-23,8,Wednesday,8
2017-08-23 09:00:00,54450,2017-08-23,9,Wednesday,8
2017-08-23 10:00:00,53191,2017-08-23,10,Wednesday,8
2017-08-23 11:00:00,52882,2017-08-23,11,Wednesday,8
2017-08-23 12:00:00,56170,2017-08-23,12,Wednesday,8
2017-08-23 13:00:00,58036,2017-08-23,13,Wednesday,8
2017-08-23 14:00:00,64269,2017-08-23,14,Wednesday,8
2017-08-23 15:00:00,61349,2017-08-23,15,Wednesday,8
2017-08-23 16:00:00,64711,2017-08-23,16,Wednesday,8
2017-08-23 17:00:00,68999,2017-08-23,17,Wednesday,8
2017-08-23 18:00:00,73987,2017-08-23,18,Wednesday,8
2017-08-23 19:00:00,77309,2017-08-23,19,Wednesday,8
2017-08-23 20:00:00,81147,2017-08-23,20,Wednesday,8
2017-08-23 21:00:00,83556,2017-08-23,21,Wednesday,8
2017-08-23 22:00:00,80139,2017-08-23,22,Wednesday,8
2017-08-23 23:00:00,81045,2017-08-23,23,Wednesday,8
2017-08-24 00:00:00,80221,2017-08-24,0,Thursday,8
2017-08-24 01:00:00,76190,2017-08-24,1,Thursday,8
2017-08-24 02:00:00,73438,2017-08-24,2,Thursday,8
2017-08-24 03:00:00,69002,2017-08-24,3,Thursday,8
2017-08-24 04:00:00,66062,2017-08-24,4,Thursday,8
2017-08-24 05:00:00,65445,2017-08-24,5,Thursday,8
2017-08-24 06:00:00,64325,2017-08-24,6,Thursday,8
2017-08-24 07:00:00,62692,2017-08-24,7,Thursday,8
2017-08-24 08:00:00,60243,2017-08-24,8,Thursday,8
2017-08-24 09:00:00,56160,2017-08-24,9,Thursday,8
2017-08-24 10:00:00,52877,2017-08-24,10,Thursday,8
2017-08-24 11:00:00,54346,2017-08-24,11,Thursday,8
2017-08-24 12:00:00,56503,2017-08-24,12,Thursday,8
2017-08-24 13:00:00,59021,2017-08-24,13,Thursday,8
2017-08-24 14:00:00,61665,2017-08-24,14,Thursday,8
2017-08-24 15:00:00,61043,2017-08-24,15,Thursday,8
2017-08-24 16:00:00,65011,2017-08-24,16,Thursday,8
2017-08-24 17:00:00,72028,2017-08-24,17,Thursday,8
2017-08-24 18:00:00,76494,2017-08-24,18,Thursday,8
2017-08-24 19:00:00,80164,2017-08-24,19,Thursday,8
2017-08-24 20:00:00,79658,2017-08-24,20,Thursday,8
2017-08-24 21:00:00,78050,2017-08-24,21,Thursday,8
2017-08-24 22:00:00,74548,2017-08-24,22,Thursday,8
2017-08-24 23:00:00,83152,2017-08-24,23,Thursday,8
2017-08-25 00:00:00,81796,2017-08-25,0,Friday,8
2017-08-25 01:00:00,73561,2017-08-25,1,Friday,8
2017-08-25 02:00:00,73938,2017-08-25,2,Friday,8
2017-08-25 03:00:00,66004,2017-08-25,3,Friday,8
2017-08-25 04:00:00,67303,2017-08-25,4,Friday,8
2017-08-25 05:00:00,68961,2017-08-25,5,Friday,8
2017-08-25 06:00:00,49773,2017-08-25,6,Friday,8
2017-08-25 07:00:00,50104,2017-08-25,7,Friday,8
2017-08-25 08:00:00,40583,2017-08-25,8,Friday,8
2017-08-25 09:00:00,19986,2017-08-25,9,Friday,8
2017-08-25 10:00:00,24640,2017-08-25,10,Friday,8
2017-08-25 11:00:00,34087,2017-08-25,11,Friday,8
2017-08-25 12:00:00,42879,2017-08-25,12,Friday,8
2017-08-25 13:00:00,39842,2017-08-25,13,Friday,8
2017-08-25 14:00:00,43892,2017-08-25,14,Friday,8
2017-08-25 15:00:00,44929,2017-08-25,15,Friday,8
2017-08-25 16:00:00,49072,2017-08-25,16,Friday,8
2017-08-25 17:00:00,54110,2017-08-25,17,Friday,8
2017-08-25 18:00:00,49313,2017-08-25,18,Friday,8
2017-08-25 19:00:00,56043,2017-08-25,19,Friday,8
2017-08-25 20:00:00,68224,2017-08-25,20,Friday,8
2017-08-25 21:00:00,75415,2017-08-25,21,Friday,8
2017-08-25 22:00:00,75879,2017-08-25,22,Friday,8
2017-08-25 23:00:00,74545,2017-08-25,23,Friday,8
2017-08-26 00:00:00,72059,2017-08-26,0,Saturday,8
2017-08-26 01:00:00,65301,2017-08-26,1,Saturday,8
2017-08-26 02:00:00,62692,2017-08-26,2,Saturday,8
2017-08-26 03:00:00,51478,2017-08-26,3,Saturday,8
2017-08-26 04:00:00,53798,2017-08-26,4,Saturday,8
2017-08-26 05:00:00,53194,2017-08-26,5,Saturday,8
2017-08-26 06:00:00,53784,2017-08-26,6,Saturday,8
2017-08-26 07:00:00,53735,2017-08-26,7,Saturday,8
2017-08-26 08:00:00,53562,2017-08-26,8,Saturday,8
2017-08-26 09:00:00,51685,2017-08-26,9,Saturday,8
2017-08-26 10:00:00,49465,2017-08-26,10,Saturday,8
2017-08-26 11:00:00,49592,2017-08-26,11,Saturday,8
2017-08-26 12:00:00,54484,2017-08-26,12,Saturday,8
2017-08-26 13:00:00,54813,2017-08-26,13,Saturday,8
2017-08-26 14:00:00,62950,2017-08-26,14,Saturday,8
2017-08-26 15:00:00,59315,2017-08-26,15,Saturday,8
2017-08-26 16:00:00,64327,2017-08-26,16,Saturday,8
2017-08-26 17:00:00,69411,2017-08-26,17,Saturday,8
2017-08-26 18:00:00,74832,2017-08-26,18,Saturday,8
2017-08-26 19:00:00,80429,2017-08-26,19,Saturday,8
2017-08-26 20:00:00,83921,2017-08-26,20,Saturday,8
2017-08-26 21:00:00,84314,2017-08-26,21,Saturday,8
2017-08-26 22:00:00,79530,2017-08-26,22,Saturday,8
2017-08-26 23:00:00,79539,2017-08-26,23,Saturday,8
2017-08-27 00:00:00,78309,2017-08-27,0,Sunday,8
2017-08-27 01:00:00,76282,2017-08-27,1,Sunday,8
2017-08-27 02:00:00,73934,2017-08-27,2,Sunday,8
2017-08-27 03:00:00,70209,2017-08-27,3,Sunday,8
2017-08-27 04:00:00,62712,2017-08-27,4,Sunday,8
2017-08-27 05:00:00,57677,2017-08-27,5,Sunday,8
2017-08-27 06:00:00,55831,2017-08-27,6,Sunday,8
2017-08-27 07:00:00,54116,2017-08-27,7,Sunday,8
2017-08-27 08:00:00,54792,2017-08-27,8,Sunday,8
2017-08-27 09:00:00,52637,2017-08-27,9,Sunday,8
2017-08-27 10:00:00,50475,2017-08-27,10,Sunday,8
2017-08-27 11:00:00,49966,2017-08-27,11,Sunday,8
2017-08-27 12:00:00,53266,2017-08-27,12,Sunday,8
2017-08-27 13:00:00,55158,2017-08-27,13,Sunday,8
2017-08-27 14:00:00,58566,2017-08-27,14,Sunday,8
2017-08-27 15:00:00,55871,2017-08-27,15,Sunday,8
2017-08-27 16:00:00,60416,2017-08-27,16,Sunday,8
2017-08-27 17:00:00,64790,2017-08-27,17,Sunday,8
2017-08-27 18:00:00,72163,2017-08-27,18,Sunday,8
2017-08-27 19:00:00,76938,2017-08-27,19,Sunday,8
2017-08-27 20:00:00,78969,2017-08-27,20,Sunday,8
2017-08-27 21:00:00,80206,2017-08-27,21,Sunday,8
2017-08-27 22:00:00,79629,2017-08-27,22,Sunday,8
2017-08-27 23:00:00,79969,2017-08-27,23,Sunday,8
2017-08-28 00:00:00,78306,2017-08-28,0,Monday,8
2017-08-28 01:00:00,73978,2017-08-28,1,Monday,8
2017-08-28 02:00:00,70359,2017-08-28,2,Monday,8
2017-08-28 03:00:00,67325,2017-08-28,3,Monday,8
2017-08-28 04:00:00,63055,2017-08-28,4,Monday,8
2017-08-28 05:00:00,58184,2017-08-28,5,Monday,8
2017-08-28 06:00:00,57305,2017-08-28,6,Monday,8
2017-08-28 07:00:00,56095,2017-08-28,7,Monday,8
2017-08-28 08:00:00,54379,2017-08-28,8,Monday,8
2017-08-28 09:00:00,52678,2017-08-28,9,Monday,8
2017-08-28 10:00:00,49737,2017-08-28,10,Monday,8
2017-08-28 11:00:00,51284,2017-08-28,11,Monday,8
2017-08-28 12:00:00,53442,2017-08-28,12,Monday,8
2017-08-28 13:00:00,57095,2017-08-28,13,Monday,8
2017-08-28 14:00:00,59053,2017-08-28,14,Monday,8
2017-08-28 15:00:00,57335,2017-08-28,15,Monday,8
2017-08-28 16:00:00,62608,2017-08-28,16,Monday,8
2017-08-28 17:00:00,67596,2017-08-28,17,Monday,8
2017-08-28 18:00:00,73492,2017-08-28,18,Monday,8
2017-08-28 19:00:00,79133,2017-08-28,19,Monday,8
2017-08-28 20:00:00,82083,2017-08-28,20,Monday,8
2017-08-28 21:00:00,81775,2017-08-28,21,Monday,8
2017-08-28 22:00:00,82932,2017-08-28,22,Monday,8
2017-08-28 23:00:00,82820,2017-08-28,23,Monday,8
2017-08-29 00:00:00,81050,2017-08-29,0,Tuesday,8
2017-08-29 01:00:00,78494,2017-08-29,1,Tuesday,8
2017-08-29 02:00:00,74563,2017-08-29,2,Tuesday,8
2017-08-29 03:00:00,74836,2017-08-29,3,Tuesday,8
2017-08-29 04:00:00,69085,2017-08-29,4,Tuesday,8
2017-08-29 05:00:00,68415,2017-08-29,5,Tuesday,8
2017-08-29 06:00:00,66172,2017-08-29,6,Tuesday,8
2017-08-29 07:00:00,62157,2017-08-29,7,Tuesday,8
2017-08-29 08:00:00,57531,2017-08-29,8,Tuesday,8
2017-08-29 09:00:00,53884,2017-08-29,9,Tuesday,8
2017-08-29 10:00:00,50805,2017-08-29,10,Tuesday,8
2017-08-29 11:00:00,52476,2017-08-29,11,Tuesday,8
2017-08-29 12:00:00,59082,2017-08-29,12,Tuesday,8
2017-08-29 13:00:00,62174,2017-08-29,13,Tuesday,8
2017-08-29 14:00:00,69935,2017-08-29,14,Tuesday,8
2017-08-29 15:00:00,67077,2017-08-29,15,Tuesday,8
2017-08-29 16:00:00,71852,2017-08-29,16,Tuesday,8
2017-08-29 17:00:00,79493,2017-08-29,17,Tuesday,8
2017-08-29 18:00:00,86341,2017-08-29,18,Tuesday,8
2017-08-29 19:00:00,93441,2017-08-29,19,Tuesday,8
2017-08-29 20:00:00,97717,2017-08-29,20,Tuesday,8
2017-08-29 21:00:00,100421,2017-08-29,21,Tuesday,8
2017-08-29 22:00:00,95699,2017-08-29,22,Tuesday,8
2017-08-29 23:00:00,95045,2017-08-29,23,Tuesday,8
2017-08-30 00:00:00,92478,2017-08-30,0,Wednesday,8
2017-08-30 01:00:00,86481,2017-08-30,1,Wednesday,8
2017-08-30 02:00:00,82491,2017-08-30,2,Wednesday,8
2017-08-30 03:00:00,76598,2017-08-30,3,Wednesday,8
2017-08-30 04:00:00,74381,2017-08-30,4,Wednesday,8
2017-08-30 05:00:00,72841,2017-08-30,5,Wednesday,8
2017-08-30 06:00:00,71777,2017-08-30,6,Wednesday,8
2017-08-30 07:00:00,70371,2017-08-30,7,Wednesday,8
2017-08-30 08:00:00,64427,2017-08-30,8,Wednesday,8
2017-08-30 09:00:00,58464,2017-08-30,9,Wednesday,8
2017-08-30 10:00:00,54357,2017-08-30,10,Wednesday,8
2017-08-30 11:00:00,53808,2017-08-30,11,Wednesday,8
2017-08-30 12:00:00,56530,2017-08-30,12,Wednesday,8
2017-08-30 13:00:00,58157,2017-08-30,13,Wednesday,8
2017-08-30 14:00:00,58896,2017-08-30,14,Wednesday,8
2017-08-30 15:00:00,59278,2017-08-30,15,Wednesday,8
2017-08-30 16:00:00,63171,2017-08-30,16,Wednesday,8
2017-08-30 17:00:00,71896,2017-08-30,17,Wednesday,8
2017-08-30 18:00:00,77297,2017-08-30,18,Wednesday,8
2017-08-30 19:00:00,82568,2017-08-30,19,Wednesday,8
2017-08-30 20:00:00,83079,2017-08-30,20,Wednesday,8
2017-08-30 21:00:00,84568,2017-08-30,21,Wednesday,8
2017-08-30 22:00:00,87521,2017-08-30,22,Wednesday,8
2017-08-30 23:00:00,86961,2017-08-30,23,Wednesday,8
2017-08-31 00:00:00,86645,2017-08-31,0,Thursday,8
2017-08-31 01:00:00,84000,2017-08-31,1,Thursday,8
2017-08-31 02:00:00,80663,2017-08-31,2,Thursday,8
2017-08-31 03:00:00,76474,2017-08-31,3,Thursday,8
2017-08-31 04:00:00,70755,2017-08-31,4,Thursday,8
2017-08-31 05:00:00,71105,2017-08-31,5,Thursday,8
2017-08-31 06:00:00,69563,2017-08-31,6,Thursday,8
2017-08-31 07:00:00,68905,2017-08-31,7,Thursday,8
2017-08-31 08:00:00,64243,2017-08-31,8,Thursday,8
2017-08-31 09:00:00,58534,2017-08-31,9,Thursday,8
2017-08-31 10:00:00,54010,2017-08-31,10,Thursday,8
2017-08-31 11:00:00,53162,2017-08-31,11,Thursday,8
2017-08-31 12:00:00,54702,2017-08-31,12,Thursday,8
2017-08-31 13:00:00,56824,2017-08-31,13,Thursday,8
2017-08-31 14:00:00,58285,2017-08-31,14,Thursday,8
2017-08-31 15:00:00,57099,2017-08-31,15,Thursday,8
2017-08-31 16:00:00,62370,2017-08-31,16,Thursday,8
2017-08-31 17:00:00,68512,2017-08-31,17,Thursday,8
2017-08-31 18:00:00,74814,2017-08-31,18,Thursday,8
2017-08-31 19:00:00,78728,2017-08-31,19,Thursday,8
2017-08-31 20:00:00,81648,2017-08-31,20,Thursday,8
2017-08-31 21:00:00,81129,2017-08-31,21,Thursday,8
2017-08-31 22:00:00,80937,2017-08-31,22,Thursday,8
2017-08-31 23:00:00,82482,2017-08-31,23,Thursday,8
2017-09-01 00:00:00,83184,2017-09-01,0,Friday,9
2017-09-01 01:00:00,77798,2017-09-01,1,Friday,9
2017-09-01 02:00:00,78666,2017-09-01,2,Friday,9
2017-09-01 03:00:00,74976,2017-09-01,3,Friday,9
2017-09-01 04:00:00,72824,2017-09-01,4,Friday,9
2017-09-01 05:00:00,74962,2017-09-01,5,Friday,9
2017-09-01 06:00:00,56605,2017-09-01,6,Friday,9
2017-09-01 07:00:00,55276,2017-09-01,7,Friday,9
2017-09-01 08:00:00,54013,2017-09-01,8,Friday,9
2017-09-01 09:00:00,53636,2017-09-01,9,Friday,9
2017-09-01 10:00:00,49491,2017-09-01,10,Friday,9
2017-09-01 11:00:00,48233,2017-09-01,11,Friday,9
2017-09-01 12:00:00,51537,2017-09-01,12,Friday,9
2017-09-01 13:00:00,54594,2017-09-01,13,Friday,9
2017-09-01 14:00:00,59647,2017-09-01,14,Friday,9
2017-09-01 15:00:00,56781,2017-09-01,15,Friday,9
2017-09-01 16:00:00,58679,2017-09-01,16,Friday,9
2017-09-01 17:00:00,63533,2017-09-01,17,Friday,9
2017-09-01 18:00:00,68126,2017-09-01,18,Friday,9
2017-09-01 19:00:00,71247,2017-09-01,19,Friday,9
2017-09-01 20:00:00,74151,2017-09-01,20,Friday,9
2017-09-01 21:00:00,76385,2017-09-01,21,Friday,9
2017-09-01 22:00:00,71692,2017-09-01,22,Friday,9
2017-09-01 23:00:00,69621,2017-09-01,23,Friday,9
2017-09-02 00:00:00,66944,2017-09-02,0,Saturday,9
2017-09-02 01:00:00,64472,2017-09-02,1,Saturday,9
2017-09-02 02:00:00,62642,2017-09-02,2,Saturday,9
2017-09-02 03:00:00,60778,2017-09-02,3,Saturday,9
2017-09-02 04:00:00,56505,2017-09-02,4,Saturday,9
2017-09-02 05:00:00,54180,2017-09-02,5,Saturday,9
2017-09-02 06:00:00,53732,2017-09-02,6,Saturday,9
2017-09-02 07:00:00,51010,2017-09-02,7,Saturday,9
2017-09-02 08:00:00,51060,2017-09-02,8,Saturday,9
2017-09-02 09:00:00,50045,2017-09-02,9,Saturday,9
2017-09-02 10:00:00,46816,2017-09-02,10,Saturday,9
2017-09-02 11:00:00,45515,2017-09-02,11,Saturday,9
2017-09-02 12:00:00,47149,2017-09-02,12,Saturday,9
2017-09-02 13:00:00,49138,2017-09-02,13,Saturday,9
2017-09-02 14:00:00,50816,2017-09-02,14,Saturday,9
2017-09-02 15:00:00,48827,2017-09-02,15,Saturday,9
2017-09-02 16:00:00,52675,2017-09-02,16,Saturday,9
2017-09-02 17:00:00,56885,2017-09-02,17,Saturday,9
2017-09-02 18:00:00,63605,2017-09-02,18,Saturday,9
2017-09-02 19:00:00,67902,2017-09-02,19,Saturday,9
2017-09-02 20:00:00,69574,2017-09-02,20,Saturday,9
2017-09-02 21:00:00,69476,2017-09-02,21,Saturday,9
2017-09-02 22:00:00,69499,2017-09-02,22,Saturday,9
2017-09-02 23:00:00,68697,2017-09-02,23,Saturday,9
2017-09-03 00:00:00,68297,2017-09-03,0,Sunday,9
2017-09-03 01:00:00,67099,2017-09-03,1,Sunday,9
2017-09-03 02:00:00,64611,2017-09-03,2,Sunday,9
2017-09-03 03:00:00,61883,2017-09-03,3,Sunday,9
2017-09-03 04:00:00,59009,2017-09-03,4,Sunday,9
2017-09-03 05:00:00,56134,2017-09-03,5,Sunday,9
2017-09-03 06:00:00,54879,2017-09-03,6,Sunday,9
2017-09-03 07:00:00,53292,2017-09-03,7,Sunday,9
2017-09-03 08:00:00,53425,2017-09-03,8,Sunday,9
2017-09-03 09:00:00,51693,2017-09-03,9,Sunday,9
2017-09-03 10:00:00,49413,2017-09-03,10,Sunday,9
2017-09-03 11:00:00,47497,2017-09-03,11,Sunday,9
2017-09-03 12:00:00,48485,2017-09-03,12,Sunday,9
2017-09-03 13:00:00,49895,2017-09-03,13,Sunday,9
2017-09-03 14:00:00,51865,2017-09-03,14,Sunday,9
2017-09-03 15:00:00,51253,2017-09-03,15,Sunday,9
2017-09-03 16:00:00,54105,2017-09-03,16,Sunday,9
2017-09-03 17:00:00,59442,2017-09-03,17,Sunday,9
2017-09-03 18:00:00,65075,2017-09-03,18,Sunday,9
2017-09-03 19:00:00,69866,2017-09-03,19,Sunday,9
2017-09-03 20:00:00,71594,2017-09-03,20,Sunday,9
2017-09-03 21:00:00,71557,2017-09-03,21,Sunday,9
2017-09-03 22:00:00,72002,2017-09-03,22,Sunday,9
2017-09-03 23:00:00,70667,2017-09-03,23,Sunday,9
2017-09-04 00:00:00,70143,2017-09-04,0,Monday,9
2017-09-04 01:00:00,67607,2017-09-04,1,Monday,9
2017-09-04 02:00:00,66240,2017-09-04,2,Monday,9
2017-09-04 03:00:00,64843,2017-09-04,3,Monday,9
2017-09-04 04:00:00,61175,2017-09-04,4,Monday,9
2017-09-04 05:00:00,57209,2017-09-04,5,Monday,9
2017-09-04 06:00:00,56162,2017-09-04,6,Monday,9
2017-09-04 07:00:00,54351,2017-09-04,7,Monday,9
2017-09-04 08:00:00,53787,2017-09-04,8,Monday,9
2017-09-04 09:00:00,53525,2017-09-04,9,Monday,9
2017-09-04 10:00:00,50564,2017-09-04,10,Monday,9
2017-09-04 11:00:00,49319,2017-09-04,11,Monday,9
2017-09-04 12:00:00,50696,2017-09-04,12,Monday,9
2017-09-04 13:00:00,53678,2017-09-04,13,Monday,9
2017-09-04 14:00:00,58495,2017-09-04,14,Monday,9
2017-09-04 15:00:00,56313,2017-09-04,15,Monday,9
2017-09-04 16:00:00,59662,2017-09-04,16,Monday,9
2017-09-04 17:00:00,63808,2017-09-04,17,Monday,9
2017-09-04 18:00:00,70930,2017-09-04,18,Monday,9
2017-09-04 19:00:00,75278,2017-09-04,19,Monday,9
2017-09-04 20:00:00,75560,2017-09-04,20,Monday,9
2017-09-04 21:00:00,78511,2017-09-04,21,Monday,9
2017-09-04 22:00:00,74086,2017-09-04,22,Monday,9
2017-09-04 23:00:00,71680,2017-09-04,23,Monday,9
2017-09-05 00:00:00,68227,2017-09-05,0,Tuesday,9
2017-09-05 01:00:00,61999,2017-09-05,1,Tuesday,9
2017-09-05 02:00:00,51546,2017-09-05,2,Tuesday,9
2017-09-05 03:00:00,24513,2017-09-05,3,Tuesday,9
2017-09-05 04:00:00,23731,2017-09-05,4,Tuesday,9
2017-09-05 05:00:00,23745,2017-09-05,5,Tuesday,9
2017-09-05 06:00:00,38109,2017-09-05,6,Tuesday,9
2017-09-05 07:00:00,51193,2017-09-05,7,Tuesday,9
2017-09-05 08:00:00,50592,2017-09-05,8,Tuesday,9
2017-09-05 09:00:00,48737,2017-09-05,9,Tuesday,9
2017-09-05 10:00:00,47120,2017-09-05,10,Tuesday,9
2017-09-05 11:00:00,48205,2017-09-05,11,Tuesday,9
2017-09-05 12:00:00,50621,2017-09-05,12,Tuesday,9
2017-09-05 13:00:00,52691,2017-09-05,13,Tuesday,9
2017-09-05 14:00:00,53610,2017-09-05,14,Tuesday,9
2017-09-05 15:00:00,52944,2017-09-05,15,Tuesday,9
2017-09-05 16:00:00,55407,2017-09-05,16,Tuesday,9
2017-09-05 17:00:00,60799,2017-09-05,17,Tuesday,9
2017-09-05 18:00:00,67489,2017-09-05,18,Tuesday,9
2017-09-05 19:00:00,75426,2017-09-05,19,Tuesday,9
2017-09-05 20:00:00,77047,2017-09-05,20,Tuesday,9
2017-09-05 21:00:00,77000,2017-09-05,21,Tuesday,9
2017-09-05 22:00:00,75941,2017-09-05,22,Tuesday,9
2017-09-05 23:00:00,77056,2017-09-05,23,Tuesday,9
2017-09-06 00:00:00,76317,2017-09-06,0,Wednesday,9
2017-09-06 01:00:00,74286,2017-09-06,1,Wednesday,9
2017-09-06 02:00:00,69207,2017-09-06,2,Wednesday,9
2017-09-06 03:00:00,65504,2017-09-06,3,Wednesday,9
2017-09-06 04:00:00,64323,2017-09-06,4,Wednesday,9
2017-09-06 05:00:00,64668,2017-09-06,5,Wednesday,9
2017-09-06 06:00:00,64252,2017-09-06,6,Wednesday,9
2017-09-06 07:00:00,63576,2017-09-06,7,Wednesday,9
2017-09-06 08:00:00,58870,2017-09-06,8,Wednesday,9
2017-09-06 09:00:00,54069,2017-09-06,9,Wednesday,9
2017-09-06 10:00:00,50804,2017-09-06,10,Wednesday,9
2017-09-06 11:00:00,49391,2017-09-06,11,Wednesday,9
2017-09-06 12:00:00,50489,2017-09-06,12,Wednesday,9
2017-09-06 13:00:00,52198,2017-09-06,13,Wednesday,9
2017-09-06 14:00:00,53491,2017-09-06,14,Wednesday,9
2017-09-06 15:00:00,52772,2017-09-06,15,Wednesday,9
2017-09-06 16:00:00,55996,2017-09-06,16,Wednesday,9
2017-09-06 17:00:00,61922,2017-09-06,17,Wednesday,9
2017-09-06 18:00:00,66156,2017-09-06,18,Wednesday,9
2017-09-06 19:00:00,71877,2017-09-06,19,Wednesday,9
2017-09-06 20:00:00,73864,2017-09-06,20,Wednesday,9
2017-09-06 21:00:00,75743,2017-09-06,21,Wednesday,9
2017-09-06 22:00:00,75306,2017-09-06,22,Wednesday,9
2017-09-06 23:00:00,76165,2017-09-06,23,Wednesday,9
2017-09-07 00:00:00,77720,2017-09-07,0,Thursday,9
2017-09-07 01:00:00,74887,2017-09-07,1,Thursday,9
2017-09-07 02:00:00,72133,2017-09-07,2,Thursday,9
2017-09-07 03:00:00,68456,2017-09-07,3,Thursday,9
2017-09-07 04:00:00,65237,2017-09-07,4,Thursday,9
2017-09-07 05:00:00,65089,2017-09-07,5,Thursday,9
2017-09-07 06:00:00,63897,2017-09-07,6,Thursday,9
2017-09-07 07:00:00,63544,2017-09-07,7,Thursday,9
2017-09-07 08:00:00,60673,2017-09-07,8,Thursday,9
2017-09-07 09:00:00,56122,2017-09-07,9,Thursday,9
2017-09-07 10:00:00,52298,2017-09-07,10,Thursday,9
2017-09-07 11:00:00,51918,2017-09-07,11,Thursday,9
2017-09-07 12:00:00,53489,2017-09-07,12,Thursday,9
2017-09-07 13:00:00,56100,2017-09-07,13,Thursday,9
2017-09-07 14:00:00,58821,2017-09-07,14,Thursday,9
2017-09-07 15:00:00,57426,2017-09-07,15,Thursday,9
2017-09-07 16:00:00,62398,2017-09-07,16,Thursday,9
2017-09-07 17:00:00,64679,2017-09-07,17,Thursday,9
2017-09-07 18:00:00,71183,2017-09-07,18,Thursday,9
2017-09-07 19:00:00,73501,2017-09-07,19,Thursday,9
2017-09-07 20:00:00,72866,2017-09-07,20,Thursday,9
2017-09-07 21:00:00,73991,2017-09-07,21,Thursday,9
2017-09-07 22:00:00,72138,2017-09-07,22,Thursday,9
2017-09-07 23:00:00,72488,2017-09-07,23,Thursday,9
2017-09-08 00:00:00,71780,2017-09-08,0,Friday,9
2017-09-08 01:00:00,71383,2017-09-08,1,Friday,9
2017-09-08 02:00:00,72385,2017-09-08,2,Friday,9
2017-09-08 03:00:00,70296,2017-09-08,3,Friday,9
2017-09-08 04:00:00,68197,2017-09-08,4,Friday,9
2017-09-08 05:00:00,70818,2017-09-08,5,Friday,9
2017-09-08 06:00:00,53864,2017-09-08,6,Friday,9
2017-09-08 07:00:00,52021,2017-09-08,7,Friday,9
2017-09-08 08:00:00,52417,2017-09-08,8,Friday,9
