product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,sales_value,order_value,stock_gap,stock_turnover_rate,shipping_cost_per_unit,revenue_per_unit_sold,total_lead_time,total_cost_proxy,profit_proxy,stock_status,defect_level
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,Supplier 1,Chennai,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,9857.66972880089,5207.8255171023575,-40,6.235294117647059,0.04417674573295466,17.821448960182405,41,923.6683284187035,965.4052613606315,shortage,medium
haircare,SKU76,69.10879954743032,23,241,5328.375984297758,Male,38,1,22,10,Carrier A,7.054538336836926,Supplier 2,Bangalore,25,985,24,64.32359779560022,Pending,2.1800374515822165,Rail,Route A,997.4134501331946,16655.220690930706,1520.3935900434672,16,6.17948717948718,0.32066083349258756,22.10944391824796,35,1068.7915862656318,4259.584398032126,balanced,medium
haircare,SKU77,57.44974295897148,14,359,2483.7601775427947,Unknown,96,28,57,4,Carrier B,6.780946625617895,Supplier 1,Kolkata,26,334,5,42.95244474899184,Pass,3.055141818307548,Road,Route B,852.56809891985,20624.45772227076,3274.6353486613743,39,3.7010309278350517,0.11896397588803326,6.918552026581601,37,902.3014902944597,1581.458687248335,surplus,high
haircare,SKU78,6.306883176111915,50,946,1292.4584179377562,Unknown,5,4,51,5,Carrier B,8.46704977086199,Supplier 5,Mumbai,25,858,21,71.12651472040338,Pending,4.096881332470452,Sea,Route C,323.59220343132216,5966.311484601872,321.6510419817077,-46,157.66666666666666,0.16602058374239198,1.366235114099108,30,403.1857679225875,889.2726500151687,shortage,high
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Bangalore,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,11297.292181778439,1141.1406244220645,11,6.1875,0.32481626821475224,39.842036709227685,38,415.87144762337,7472.851820803711,balanced,low
skincare,SKU80,91.12831835044432,75,872,8651.672682982065,Unknown,39,14,41,2,Carrier C,2.8331846794189746,Supplier 3,Chennai,8,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,79463.89360158745,3736.261052368217,-2,21.8,0.06910206535168231,9.921642985071175,21,867.5742631975835,7784.098419784482,shortage,medium
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,Supplier 3,Delhi,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,56362.0661640663,582.5536554425457,40,15.795918367346939,0.5082846876890055,5.664616795924888,12,300.6342063902145,4083.779193655649,surplus,medium
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Mumbai,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,5723.73672846122,1226.51501324169,-30,7.813953488372093,0.06539141491030459,8.760065082170987,46,599.1520159365258,2344.2298516729256,shortage,high
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Bangalore,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,45688.15623829499,482.37872348124426,58,10.045454545454545,0.7071199397138498,3.6376389624592624,37,785.6514516046233,1626.1031805058678,surplus,low
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,Chennai,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,55066.49898651919,7128.3493833681805,-7,8.35135135135135,0.1047701953115329,3.3143852748361007,58,507.6472581018197,1540.6428417468906,shortage,high
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Chennai,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,1924.074860379847,5079.557631402796,-51,1.5625,0.1249874046192686,347.3845223701543,22,920.8653442281854,7763.747715025672,shortage,medium
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Mumbai,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,4459.593457710142,439.95989268889286,10,6.757575757575758,0.06610478682516144,5.513861114641181,38,340.31816514121476,889.2728634237686,balanced,medium
haircare,SKU87,80.41403665035574,24,79,5133.846701086692,Male,5,7,55,10,Carrier A,6.575803797548535,Supplier 3,Chennai,27,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,6352.708895378103,4422.772015769566,-50,13.166666666666666,0.11956006904633701,64.98540127957837,34,914.632018356616,4219.214682730076,shortage,high
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Mumbai,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,55474.28994110933,6397.984592936626,-25,12.081967213114755,0.0447206250933068,12.815118090994545,36,175.90242015067722,9268.839612912303,shortage,low
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,Kolkata,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,13099.851467979783,2639.5223107123443,63,1.4725274725274726,0.36777097204730597,44.2140490063674,20,574.0336635559822,5350.648903297249,surplus,medium
skincare,SKU90,13.881913501359142,56,320,9592.633570280312,Non-binary,66,18,96,7,Carrier B,7.674430708112694,Supplier 3,Bangalore,8,585,8,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.0784725058112,4442.2123204349255,1332.6636961304775,-30,4.776119402985074,0.07994198654284056,29.976979907125973,33,1083.4288665497218,8509.20470373059,shortage,medium
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Delhi,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,56894.560364988996,5279.517064436752,13,9.252525252525253,0.087900165698837,2.1126711719515274,57,1044.022711537365,891.184081970234,balanced,low
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,Supplier 2,Mumbai,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,13169.128328926385,477.1423307582023,80,3.032967032967033,0.4469500026123601,7.609165777630205,62,297.17497295850086,1802.9547816674358,surplus,low
haircare,SKU93,69.29083100290549,88,114,4531.4021336919095,Unknown,63,17,66,1,Carrier C,7.0064320590043945,Supplier 4,Chennai,21,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,7899.154734331226,4573.194846191763,-3,1.78125,0.10615806150006658,39.74914152361324,38,866.1639302905041,3665.2382034014054,shortage,high
cosmetics,SKU94,3.037688724631414,97,987,7888.356546661873,Unknown,77,26,72,9,Carrier B,6.942945942032581,Supplier 2,Delhi,12,908,14,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.6652569866948,2998.198771211206,218.71358817346183,5,12.653846153846153,0.09642980475045251,7.9922558730110165,49,913.9955815435894,6974.360965118283,balanced,medium
haircare,SKU95,77.90392721944775,65,672,7386.363944048664,Unknown,15,14,26,9,Carrier B,8.630338869602754,Supplier 4,Mumbai,18,450,26,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.8642413766479,52351.43909146889,2025.5021077056415,-11,42.0,0.3319361103693367,10.99161301197718,49,846.3852660148407,6539.978678033824,shortage,medium
cosmetics,SKU96,24.42313142037338,29,324,7698.424765632117,Non-binary,67,2,32,3,Carrier C,5.352878043996809,Supplier 3,Mumbai,28,648,28,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74214114905695,7913.0945802009755,781.5402054519482,35,4.764705882352941,0.1672774388749003,23.760570264296657,33,211.89877552444503,7486.5259901076715,surplus,high
haircare,SKU97,3.526111259143416,56,62,4370.916579984536,Male,46,19,4,9,Carrier A,7.904845611209675,Supplier 4,Mumbai,10,535,13,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.1324228679678,218.61889806689177,14.104445036573663,42,1.3191489361702127,1.9762114028024187,70.49865451587961,41,613.8024244055449,3757.114155578991,surplus,high
skincare,SKU98,19.7546048668786,43,913,8525.952559683526,Female,53,1,27,7,Carrier B,1.409801095138073,Supplier 5,Chennai,28,581,9,5.604690864371781,Pending,2.908122169351261,Rail,Route A,882.1988635470415,18035.954243460164,533.3743314057223,26,16.90740740740741,0.05221485537548419,9.338392726926097,17,889.2133555065514,7636.739204176975,surplus,medium
haircare,SKU99,68.51783269927664,17,627,9185.185829181704,Unknown,55,8,59,6,Carrier B,1.3110237561206226,Supplier 2,Chennai,29,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,42960.681102446455,4042.5521292573217,-4,11.196428571428571,0.022220741629163095,14.649419185297774,16,250.12693124099277,8935.058897940711,shortage,low
